級別,單字,屬性,輸出,中文
4,orbit,n./v.,orbit (n./v.),軌道
4,orchestra,n.,orchestra (n.),樂團
4,orientation,n.,orientation (n.),方向
4,orphan,n./v.,orphan (n./v.),孤兒
4,otherwise,adv.,otherwise (adv.),否則
4,outcome,n.,outcome (n.),結果
4,outstanding,adj.,outstanding (adj.),傑出的
4,oval,adj./n.,oval (adj./n.),橢圓形
4,overcoat,n.,overcoat (n.),大衣
4,overcome,v.,overcome (v.),克服
4,overlook,v.,overlook (v.),俯瞰
4,overnight,adv./adj.,overnight (adv./adj.),過夜
4,overthrow,v.,overthrow (v.),推翻
4,oxygen,n.,oxygen (n.),氧
4,pace,n./v.,pace (n./v.),步伐
4,panel,n.,panel (n.),控制板
4,parachute,n./v.,parachute (n./v.),降落傘
4,paragraph,n.,paragraph (n.),段落
4,partial,adj.,partial (adj.),部分的
4,participation,n.,participation (n.),參與
4,partnership,n.,partnership (n.),合夥
4,passive,adj.,passive (adj.),被動的
4,pasta,n.,pasta (n.),義大利麵
4,paw,n./v.,paw (n./v.),爪子
4,peculiar,adj.,peculiar (adj.),奇特
4,peep,n./v.,peep (n./v.),窺視
4,peer,n./v.,peer (n./v.),同行
4,penalty,n.,penalty (n.),懲罰
4,percent,n.,percent (n.),百分比
4,percentage,n.,percentage (n.),百分比
4,perfection,n.,perfection (n.),完美
4,perfume,n./v.,perfume (n./v.),香水
4,permanent,adj.,permanent (adj.),永恆的
4,persuasion,n.,persuasion (n.),勸說
4,persuasive,adj.,persuasive (adj.),有說服力的
4,pessimistic,adj.,pessimistic (adj.),悲觀
4,pest,n.,pest (n.),害蟲
4,phenomenon,n.,phenomenon (n.),現象
4,philosopher,n.,philosopher (n.),哲學家
4,philosophical,adj.,philosophical (adj.),哲學的
4,philosophy,n.,philosophy (n.),哲學
4,photography,n.,photography (n.),攝影
4,physical,adj.,physical (adj.),身體的
4,physician,n.,physician (n.),醫生
4,physicist,n.,physicist (n.),物理學家
4,physics,n.,physics (n.),物理
4,pickle,n.,pickle (n.),泡菜
4,pioneer,n./v.,pioneer (n./v.),先鋒
4,plentiful,adj.,plentiful (adj.),豐富
4,plot,n./v.,plot (n./v.),陰謀
4,plum,n.,plum (n.),李子
4,plumber,n.,plumber (n.),水管工
4,poisonous,adj.,poisonous (adj.),有毒
4,polish,n./v.,polish (n./v.),拋光
4,popularity,n.,popularity (n.),人氣
4,portable,adj.,portable (adj.),便攜的
4,portray,v.,portray (v.),寫真
4,possess,v.,possess (v.),具有
4,possession,n.,possession (n.),擁有
4,postage,n.,postage (n.),郵資
4,potential,adj./n.,potential (adj./n.),潛在的
4,precise,adj.,precise (adj.),精確的
4,predict,v.,predict (v.),預測
4,prediction,n.,prediction (n.),預言
4,pregnancy,n.,pregnancy (n.),懷孕
4,pregnant,adj.,pregnant (adj.),懷孕
4,presentation,n.,presentation (n.),推介會
4,preservation,n.,preservation (n.),儲存
4,preserve,v.,preserve (v.),儲存
4,prevention,n.,prevention (n.),預防
4,prime,adj./n.,prime (adj./n.),主要的
4,primitive,adj.,primitive (adj.),原始
4,priority,n.,priority (n.),優先事項
4,privacy,n.,privacy (n.),隱私
4,privilege,n./v.,privilege (n./v.),特權
4,procedure,n.,procedure (n.),程式
4,proceed,v.,proceed (v.),繼續
4,productive,adj.,productive (adj.),富有成效的
4,profession,n.,profession (n.),職業
4,professional,adj./n.,professional (adj./n.),專業的
4,profitable,adj.,profitable (adj.),有利可圖
4,prominent,adj.,prominent (adj.),著名的
4,promising,adj.,promising (adj.),有前途的
4,promotion,n.,promotion (n.),晉升
4,prompt,v./adj./n.,prompt (v./adj./n.),迅速的
4,pronunciation,n.,pronunciation (n.),發音
4,proposal,n.,proposal (n.),提議
4,prosper,v.,prosper (v.),繁榮
4,prosperity,n.,prosperity (n.),繁榮
4,prosperous,adj.,prosperous (adj.),繁榮
4,protein,n.,protein (n.),蛋白質
4,protest,n./v.,protest (n./v.),反對
4,psychological,adj.,psychological (adj.),心理
4,psychologist,n.,psychologist (n.),心理學家
4,psychology,n.,psychology (n.),心理學
4,publication,n.,publication (n.),出版品
4,publicity,n.,publicity (n.),宣傳
4,publish,v.,publish (v.),發布
4,publisher,n.,publisher (n.),出版商
4,pursue,v.,pursue (v.),追求
4,pursuit,n.,pursuit (n.),追求
4,quarrel,n./v.,quarrel (n./v.),爭吵
4,quilt,n./v.,quilt (n./v.),被子
4,quotation,n.,quotation (n.),引述
4,radar,n.,radar (n.),雷達
4,rage,n./v.,rage (n./v.),憤怒
4,rainfall,n.,rainfall (n.),雨量
4,raisin,n.,raisin (n.),葡萄乾
4,realistic,adj.,realistic (adj.),實際的
4,rebel,n./v.,rebel (n./v.),反叛
4,recall,v./n.,recall (v./n.),記起
4,reception,n.,reception (n.),接待
4,recipe,n.,recipe (n.),食譜
4,recognition,n.,recognition (n.),認出
4,recovery,n.,recovery (n.),恢復
4,recreation,n.,recreation (n.),娛樂
4,recycle,v.,recycle (v.),回收
4,reduction,n.,reduction (n.),減少
4,refer,v.,refer (v.),參考
4,reference,n.,reference (n.),參考
4,reflect,v.,reflect (v.),反映
4,reflection,n.,reflection (n.),反射
4,reform,n./v.,reform (n./v.),改革
4,refugee,n.,refugee (n.),難民
4,refund,n./v.,refund (n./v.),退款
4,refusal,n.,refusal (n.),拒絕
4,regarding,prep.,regarding (prep.),關於
4,register,v./n.,register (v./n.),登記
4,registration,n.,registration (n.),登記
4,regulate,v.,regulate (v.),調節
4,regulation,n.,regulation (n.),規定
4,rejection,n.,rejection (n.),拒絕
4,relaxation,n.,relaxation (n.),鬆弛
4,relevant,adj.,relevant (adj.),相關的
4,relieve,v.,relieve (v.),緩解
4,reluctant,adj.,reluctant (adj.),不情願的
4,remark,n./v.,remark (n./v.),評論
4,remarkable,adj.,remarkable (adj.),卓越
4,remedy,n./v.,remedy (n./v.),補救
4,renew,v.,renew (v.),更新
4,repetition,n.,repetition (n.),重複
4,representation,n.,representation (n.),表示
4,reputation,n.,reputation (n.),名聲
4,rescue,n./v.,rescue (n./v.),救援
4,research,n./v.,research (n./v.),研究
4,researcher,n.,researcher (n.),研究員
4,resemble,v.,resemble (v.),類似
4,reservation,n.,reservation (n.),預訂
4,resign,v.,resign (v.),辭職
4,resignation,n.,resignation (n.),辭職
4,resistance,n.,resistance (n.),反抗
4,resolution,n.,resolution (n.),解決
4,resolve,v./n.,resolve (v./n.),解決
4,respectable,adj.,respectable (adj.),可敬
4,respectful,adj.,respectful (adj.),恭敬的
4,restore,v.,restore (v.),恢復
4,restriction,n.,restriction (n.),限制
4,retain,v.,retain (v.),保持
4,retire(ment),v./(n.),retire(ment) (v./(n.)),退休）
4,retreat,n./v.,retreat (n./v.),撤退
4,reunion,n.,reunion (n.),團圓
4,revenge,n./v.,revenge (n./v.),復仇
4,revise,v.,revise (v.),修訂
4,revision,n.,revision (n.),修訂
4,revolution,n.,revolution (n.),革命
4,revolutionary,adj./n.,revolutionary (adj./n.),革命性的
4,reward,n./v.,reward (n./v.),報酬
4,rhyme,n./v.,rhyme (n./v.),韻
4,rhythm,n.,rhythm (n.),韻律
4,riddle,n.,riddle (n.),謎語
4,robber,n.,robber (n.),強盜
4,romance,n.,romance (n.),浪漫
4,route,n./v.,route (n./v.),路線
4,ruin,v./n.,ruin (v./n.),廢墟
4,rural,adj.,rural (adj.),鄉村的
4,rusty,adj.,rusty (adj.),生鏽的
4,sacrifice,n./v.,sacrifice (n./v.),犧牲
4,satellite,n.,satellite (n.),衛星
4,satisfaction,n.,satisfaction (n.),滿意
4,scarcely,adv.,scarcely (adv.),幾乎不
4,scenery,n.,scenery (n.),風景
4,scold,v./n.,scold (v./n.),罵
4,scoop,n./v.,scoop (n./v.),舀
4,scratch,n./v.,scratch (n./v.),刮痕
4,sculpture,n./v.,sculpture (n./v.),雕塑
4,secure,v./adj.,secure (v./adj.),安全的
4,seize,v.,seize (v.),搶佔
4,settler,n.,settler (n.),定居者
4,severe,adj.,severe (adj.),劇烈
4,sew,v.,sew (v.),縫
4,shade,n./v.,shade (n./v.),陰影
4,shady,adj.,shady (adj.),陰涼
4,shameful,adj.,shameful (adj.),可恥
4,shave,v./n.,shave (v./n.),刮鬍子
4,shelter,n./v.,shelter (n./v.),庇護所
4,shift,n./v.,shift (n./v.),轉移
4,sightseeing,n.,sightseeing (n.),觀光
4,signature,n./adj.,signature (n./adj.),簽名
4,significance,n.,significance (n.),意義
4,sincerity,n.,sincerity (n.),誠意
4,singular,adj./n.,singular (adj./n.),單數
4,site,n./v.,site (n./v.),地點
4,sketch,n./v.,sketch (n./v.),草圖
4,skyscraper,n.,skyscraper (n.),摩天大樓
4,slight,adj./n./v.,slight (adj./n./v.),輕微
4,slogan,n.,slogan (n.),口號
4,socket,n.,socket (n.),插座
4,software,n.,software (n.),軟體
4,solar,adj.,solar (adj.),太陽的
4,spade,n.,spade (n.),鏟
4,spare,adj./v./n.,spare (adj./v./n.),空閒的
4,spark,n./v.,spark (n./v.),火花
4,spear,n./v.,spear (n./v.),矛
4,species,n.,species (n.),種
4,spiritual,adj.,spiritual (adj.),精神
4,splendid,adj.,splendid (adj.),燦爛
4,split,v./n.,split (v./n.),分裂
4,sprinkle,v./n.,sprinkle (v./n.),撒
4,stab,n./v.,stab (n./v.),刺
4,statistic(s),n.,statistic(s) (n.),統計數據）
4,status,n.,status (n.),地位
4,stem,n./v.,stem (n./v.),幹
4,stereo,n.,stereo (n.),立體聲
4,stingy,adj.,stingy (adj.),小氣
4,stocking(s),n.,stocking(s) (n.),長襪
4,strengthen,v.,strengthen (v.),加強
4,stripe,n.,stripe (n.),條紋
4,strive,v.,strive (v.),努力
4,stroke,n./v.,stroke (n./v.),中風
4,submarine,n./adj.,submarine (n./adj.),潛水艇
4,sue,v.,sue (v.),起訴
4,suggestion,n.,suggestion (n.),建議
4,summarize,v.,summarize (v.),總結
4,surgeon,n.,surgeon (n.),外科醫生
4,surgery,n.,surgery (n.),手術
4,surrender,v./n.,surrender (v./n.),投降
4,surroundings,n.,surroundings (n.),周圍環境
4,suspicious,adj.,suspicious (adj.),可疑的
4,sway,n./v.,sway (n./v.),搖擺
4,syllable,n.,syllable (n.),音節
4,sympathetic,adj.,sympathetic (adj.),富有同情心的
4,sympathy,n.,sympathy (n.),同情
4,systematic,adj.,systematic (adj.),系統的
4,technician,n.,technician (n.),技術員
4,technological,adj.,technological (adj.),技術性的
4,telegraph,n./v.,telegraph (n./v.),電報
4,telescope,n.,telescope (n.),望遠鏡
4,tendency,n.,tendency (n.),趨勢
4,tense,adj./v.,tense (adj./v.),緊張
4,tension,n.,tension (n.),緊張
4,terror,n.,terror (n.),恐怖
4,theme,n.,theme (n.),主題
4,thorough,adj.,thorough (adj.),徹底
4,thoughtful,adj.,thoughtful (adj.),周到
4,tickle,v./n.,tickle (v./n.),癢癢
4,timetable,n.,timetable (n.),時間表
4,timid,adj.,timid (adj.),膽小
4,tolerable,adj.,tolerable (adj.),可以忍受的
4,tolerance,n.,tolerance (n.),寬容
4,tolerant,adj.,tolerant (adj.),寬容
4,tolerate,v.,tolerate (v.),容忍
4,tomb,n.,tomb (n.),墓
4,tortoise,n.,tortoise (n.),龜
4,torture,n./v.,torture (n./v.),酷刑
4,tragedy,n.,tragedy (n.),悲劇
4,tragic,adj.,tragic (adj.),悲慘
4,transfer,n./v.,transfer (n./v.),轉移
4,transform,v.,transform (v.),轉換
4,translate,v.,translate (v.),翻譯
4,translation,n.,translation (n.),翻譯
4,translator,n.,translator (n.),翻譯者
4,transportation,n.,transportation (n.),運輸
4,tremble,v./n.,tremble (v./n.),顫抖
4,tremendous,adj.,tremendous (adj.),巨大的
4,tribal,adj.,tribal (adj.),部落的
4,triumph,n./v.,triumph (n./v.),勝利
4,troublesome,adj.,troublesome (adj.),麻煩的
4,tumble,v./n.,tumble (v./n.),翻滾
4,twig,n.,twig (n.),枝條
4,universal,adj./n.,universal (adj./n.),普遍的
4,urge,n./v.,urge (n./v.),敦促
4,urgent,adj.,urgent (adj.),緊迫的
4,usage,n.,usage (n.),用法
4,vacancy,n.,vacancy (n.),空缺
4,vain,adj.,vain (adj.),徒勞的
4,vast,adj.,vast (adj.),廣闊的
4,vegetarian,n.,vegetarian (n.),素食主義者
4,vessel,n.,vessel (n.),血管
4,violate,v.,violate (v.),違反
4,violation,n.,violation (n.),違反
4,virtue,n.,virtue (n.),美德
4,virus,n.,virus (n.),病毒
4,visual,adj.,visual (adj.),視覺的
4,vital,adj.,vital (adj.),必不可少的
4,voluntary,adj.,voluntary (adj.),自願
4,volunteer,n./v.,volunteer (n./v.),志工
4,voyage,n./v.,voyage (n./v.),航程
4,waken,v.,waken (v.),喚醒
4,website,n.,website (n.),網站
4,welfare,n.,welfare (n.),福利
4,wink,n./v.,wink (n./v.),眨眼
4,wit,n.,wit (n.),機智
4,witch/wizard,n.,witch/wizard (n.),女巫/巫師
4,withdraw,v.,withdraw (v.),提取
4,witness,n./v.,witness (n./v.),證人
4,workout,n.,workout (n.),鍛鍊
4,workplace,n.,workplace (n.),工作場所
4,wreck,n./v.,wreck (n./v.),破壞
4,yawn,n./v.,yawn (n./v.),打哈欠
4,youthful,adj.,youthful (adj.),青春的
5,abnormal,adj.,abnormal (adj.),異常
5,abolish,v.,abolish (v.),取消
5,abortion,n.,abortion (n.),流產
5,abrupt,adj.,abrupt (adj.),突然的
5,absurd,adj.,absurd (adj.),荒誕
5,abundant,adj.,abundant (adj.),豐富
5,abuse,n./v.,abuse (n./v.),虐待
5,accelerate,v.,accelerate (v.),加速
5,accessible,adj.,accessible (adj.),無障礙
5,accommodate,v.,accommodate (v.),容納
5,accommodation,n.,accommodation (n.),住宿
5,accord,n./v.,accord (n./v.),符合
5,accounting,n.,accounting (n.),會計
5,acknowledge(ment),v./(n.),acknowledge(ment) (v./(n.)),確認（承認）
5,acquaint,v.,acquaint (v.),結識
5,acquisition,n.,acquisition (n.),獲得
5,activist,n.,activist (n.),活動家
5,acute,adj.,acute (adj.),急性
5,administration,n.,administration (n.),行政
5,administrative,adj.,administrative (adj.),行政
5,administrator,n.,administrator (n.),行政人員
5,adolescent,adj./n.,adolescent (adj./n.),青少年
5,adore,v.,adore (v.),崇拜
5,adverse,adj.,adverse (adj.),不利的
5,advocate,n./v.,advocate (n./v.),提倡
5,affection,n.,affection (n.),感情
5,agenda,n.,agenda (n.),議程
5,aggression,n.,aggression (n.),侵略
5,agony,n.,agony (n.),痛苦
5,agricultural,adj.,agricultural (adj.),農業
5,aisle,n.,aisle (n.),走道
5,alcoholic,adj./n.,alcoholic (adj./n.),酗酒的
5,alien,adj./n.,alien (adj./n.),外星人
5,allergic,adj.,allergic (adj.),過敏的
5,allergy,n.,allergy (n.),過敏
5,alliance,n.,alliance (n.),聯盟
5,allocate,v.,allocate (v.),分配
5,ally,n./v.,ally (n./v.),盟友
5,alongside,prep./adv.,alongside (prep./adv.),旁邊
5,alter,v.,alter (v.),改變
5,alternate,adj./v./n.,alternate (adj./v./n.),備用
5,amend,v.,amend (v.),修正
5,ample,adj.,ample (adj.),充足
5,analyst,n.,analyst (n.),分析師
5,anonymous,adj.,anonymous (adj.),匿名的
5,anticipate,v.,anticipate (v.),預料
5,antique,adj./n.,antique (adj./n.),古董
5,applause,n.,applause (n.),掌聲
5,appliance,n.,appliance (n.),器皿
5,apt,adj.,apt (adj.),易於
5,architect,n.,architect (n.),建築師
5,architecture,n.,architecture (n.),建築學
5,arena,n.,arena (n.),競技場
5,arouse,v.,arouse (v.),引起
5,array,n.,array (n.),大批
5,arrogant,adj.,arrogant (adj.),傲慢的
5,articulate,v./adj.,articulate (v./adj.),表達清楚
5,ass,n.,ass (n.),屁股
5,assault,n./v.,assault (n./v.),突擊
5,assert,v.,assert (v.),斷言
5,assess(ment),v./(n.),assess(ment) (v./(n.)),評估）
5,asset,n.,asset (n.),資產
5,assumption,n.,assumption (n.),假設
5,astonish(ment),v./(n.),astonish(ment) (v./(n.)),驚訝（心）
5,athletics,n.,athletics (n.),競技
5,attendance,n.,attendance (n.),出席率
5,attic,n.,attic (n.),閣樓
5,attorney,n.,attorney (n.),律師
5,attribute,v.,attribute (v.),屬性
5,auction,n./v.,auction (n./v.),拍賣
5,authorize,v.,authorize (v.),授權
5,autonomy,n.,autonomy (n.),自治
5,awe,n./v.,awe (n./v.),敬畏
5,backyard,n.,backyard (n.),後院
5,ballot,n./v.,ballot (n./v.),選票
5,ban,n./v.,ban (n./v.),禁止
5,banner,n.,banner (n.),橫幅
5,barren,adj.,barren (adj.),荒蕪
5,batch,n.,batch (n.),批次
5,behalf,n.,behalf (n.),代表
5,belongings,n.,belongings (n.),財物
5,beloved,adj./n.,beloved (adj./n.),心愛
5,beneficial,adj.,beneficial (adj.),有利
5,betray,v.,betray (v.),背叛
5,beware,v.,beware (v.),提防
5,bias,n./v.,bias (n./v.),偏見
5,bid,n./v.,bid (n./v.),出價
5,biological,adj.,biological (adj.),生物
5,bizarre,adj.,bizarre (adj.),奇異的
5,blast,n./v.,blast (n./v.),霹靂
5,blur,n./v.,blur (n./v.),模糊
5,blush,n./v.,blush (n./v.),臉紅
5,bodyguard,n.,bodyguard (n.),保鑣
5,bolt,n./v.,bolt (n./v.),螺栓
5,bonus,n.,bonus (n.),獎金
5,boom,n./v.,boom (n./v.),繁榮
5,boost,v./n.,boost (v./n.),促進
5,booth,n.,booth (n.),攤位
5,boredom,n.,boredom (n.),無聊
5,bound,v./n.,bound (v./n.),邊界
5,boundary,n.,boundary (n.),邊界
5,boxer,n.,boxer (n.),拳擊手
5,breakthrough,n.,breakthrough (n.),突破
5,briefcase,n.,briefcase (n.),公事包
5,bronze,n./adj.,bronze (n./adj.),青銅
5,browse,v./n.,browse (v./n.),瀏覽
5,bruise,n./v.,bruise (n./v.),挫傷
5,bulk,n.,bulk (n.),大部分
5,bully,n./v.,bully (n./v.),霸凌
5,bureau,n.,bureau (n.),局
5,bureaucracy,n.,bureaucracy (n.),官僚
5,burial,n.,burial (n.),葬禮
5,butcher,n./v.,butcher (n./v.),屠夫
5,calcium,n.,calcium (n.),鈣
5,canal,n.,canal (n.),運河
5,canvas,n./v.,canvas (n./v.),帆布
5,capability,n.,capability (n.),能力
5,carbon,n.,carbon (n.),碳
5,carnival,n.,carnival (n.),狂歡
5,casino,n.,casino (n.),賭場
5,cathedral,n.,cathedral (n.),大教堂
5,caution,n./v.,caution (n./v.),警告
5,cautious,adj.,cautious (adj.),謹慎
5,celebrity,n.,celebrity (n.),名人
5,cemetery,n.,cemetery (n.),公墓
5,ceremony,n.,ceremony (n.),儀式
5,certainty,n.,certainty (n.),肯定
5,certificate,n./v.,certificate (n./v.),證書
5,chaos,n.,chaos (n.),混亂
5,chapel,n.,chapel (n.),教堂
5,characterize,v.,characterize (v.),表徵
5,chef,n.,chef (n.),廚師
5,choir,n.,choir (n.),詩班
5,chord,n.,chord (n.),弦
5,chore,n.,chore (n.),雜務
5,chronic,adj.,chronic (adj.),慢性的
5,chubby,adj.,chubby (adj.),胖乎乎的
5,chunk,n.,chunk (n.),區塊
5,circuit,n.,circuit (n.),電路
5,cite,v.,cite (v.),引用
5,citizenship,n.,citizenship (n.),國籍
5,civic,adj.,civic (adj.),公民的
5,clarity,n.,clarity (n.),明晰
5,clause,n.,clause (n.),條款
5,cling,v.,cling (v.),緊貼
5,clinical,adj.,clinical (adj.),臨床
5,cluster,n./v.,cluster (n./v.),簇
5,cocaine,n.,cocaine (n.),古柯鹼
5,coffin,n.,coffin (n.),棺材
5,cognitive,adj.,cognitive (adj.),認知的
5,coherent,adj.,coherent (adj.),相干
5,coincidence,n.,coincidence (n.),巧合
5,collaboration,n.,collaboration (n.),合作
5,collective,adj./n.,collective (adj./n.),集體
5,collector,n.,collector (n.),集電極
5,colonial,adj./n.,colonial (adj./n.),殖民
5,columnist n. combat,n./v.,columnist n. combat (n./v.),專欄作家戰鬥
5,comedian,n.,comedian (n.),喜劇演員
5,commentary,n.,commentary (n.),評論
5,commentator,n.,commentator (n.),評論員
5,commission,n./v.,commission (n./v.),委員會
5,commitment,n.,commitment (n.),承諾
5,commodity,n.,commodity (n.),商品
5,communism,n.,communism (n.),共產主義
5,communist,adj./n.,communist (adj./n.),共產
5,commute,v.,commute (v.),通勤
5,commuter,n.,commuter (n.),通勤者
5,compact,adj./n./v.,compact (adj./n./v.),袖珍的
5,comparable,adj.,comparable (adj.),可比
5,compassion,n.,compassion (n.),同情
5,compassionate,adj.,compassionate (adj.),富有同情心的
5,compatible,adj.,compatible (adj.),相容的
5,compel,v.,compel (v.),迫使
5,compensate,v.,compensate (v.),補償
5,compensation,n.,compensation (n.),賠償
5,competence,n.,competence (n.),權限
5,competent,adj.,competent (adj.),勝任的
5,complexity,n.,complexity (n.),複雜
5,compliance,n.,compliance (n.),遵守
5,complication,n.,complication (n.),併發症
5,compliment,n./v.,compliment (n./v.),讚揚
5,comply,v.,comply (v.),遵守
5,component,n./adj.,component (n./adj.),成分
5,compound,n./v./adj.,compound (n./v./adj.),化合物
5,comprehend,v.,comprehend (v.),理解
5,comprehension,n.,comprehension (n.),理解
5,comprise,v.,comprise (v.),包括
5,compromise,n./v.,compromise (n./v.),妥協
